product_id,attribute_name,attribute_value,status,source_document_id,source_chunk_id,confidence,reviewed_at,reviewer,notes
P1906686,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1906687,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1906687,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1906687,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1906687,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1906688,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1906688,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1906688,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1906688,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1906690,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1906690,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1906690,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1906690,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1906691,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1906691,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1906691,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1906691,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1906692,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1906692,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1906692,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1906692,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1906884,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1906884,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1906884,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1906884,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1906885,Temperature Setpoint Dials,"Fahrenheit, Celsius, and Relative (- to +)",APPROVED,,,,,,
P1906885,Operating Temperature Range,7 °C to 37 °C (45 °F to 99 °F),APPROVED,,,,,,
P1907046,Switch Housing Material,GD AI Si 12 according to DIN 1725,APPROVED,,,,,,
P1907046,Mounting Position,Vertically upright and horizontal,APPROVED,,,,,,
P1907076,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1907076,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1907076,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1907076,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1907078,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1907078,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1907078,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1907078,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1907081,Switch Housing Material,GD AI Si 12 according to DIN 1725,APPROVED,,,,,,
P1907081,Mounting Position,Vertically upright and horizontal,APPROVED,,,,,,
P1907115,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1907115,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1907115,Linear Actuator Stroke,20/38mm,APPROVED,,,,,,
P1907115,Valve Series,"V5011, V5013, V5016A, V5025, V5049, V5050, V5328, V5329",APPROVED,,,,,,
P1908030,Power Source,Battery,APPROVED,,,,,,
P1908030,Communication Method,RF,APPROVED,,,,,,
P1908036,Power Source,Battery,APPROVED,,,,,,
P1908036,Communication Method,RF,APPROVED,,,,,,
P1909410,Operating Temperature,0 - 30 ºC,APPROVED,,,,,,
P1909410,Storage Temperature,-10 – 50 ºC,APPROVED,,,,,,
P1909410,Humidity,"10 – 90% RH, Non-Condensing",APPROVED,,,,,,
P1909410,Supply Voltage,120 VAC,APPROVED,,,,,,
P1909410,Supply Voltage Frequency,60Hz,APPROVED,,,,,,
P1909412,Operating Temperature,0 - 30 ºC,APPROVED,,,,,,
P1909412,Storage Temperature,-10 – 50 ºC,APPROVED,,,,,,
P1909412,Humidity,"10 – 90% RH, Non-Condensing",APPROVED,,,,,,
P1909412,Supply Voltage,120 VAC,APPROVED,,,,,,
P1909412,Supply Voltage Frequency,60Hz,APPROVED,,,,,,
P1911550,Potentiometer,10 kohm,APPROVED,,,,,,
P1911550,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911553,Potentiometer,10 kohm,APPROVED,,,,,,
P1911553,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911556,Potentiometer,10 kohm,APPROVED,,,,,,
P1911556,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911557,Potentiometer,10 kohm,APPROVED,,,,,,
P1911557,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911730,Potentiometer,10 kohm,APPROVED,,,,,,
P1911730,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911730,Stroke,20/38mm,APPROVED,,,,,,
P1911746,Operating Torque,8 Nm,APPROVED,,,,,,
P1911749,Potentiometer,10 kohm,APPROVED,,,,,,
P1911749,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911749,Stroke,20/38mm,APPROVED,,,,,,
P1911750,Potentiometer,10 kohm,APPROVED,,,,,,
P1911750,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911750,Stroke,20/38mm,APPROVED,,,,,,
P1911753,Potentiometer,10 kohm,APPROVED,,,,,,
P1911753,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911753,Stroke,20/38mm,APPROVED,,,,,,
P1911760,Potentiometer,10 kohm,APPROVED,,,,,,
P1911760,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911760,Stroke,20/38mm,APPROVED,,,,,,
P1911765,Kvs,0.25,APPROVED,,,,,,
P1911765,Kvs,0.40,APPROVED,,,,,,
P1911765,Kvs,0.63,APPROVED,,,,,,
P1911770,Operating Torque,8 Nm,APPROVED,,,,,,
P1911774,Potentiometer,10 kohm,APPROVED,,,,,,
P1911774,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911774,Stroke,20/38mm,APPROVED,,,,,,
P1911776,Potentiometer,10 kohm,APPROVED,,,,,,
P1911776,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911776,Stroke,20/38mm,APPROVED,,,,,,
P1911779,Potentiometer,10 kohm,APPROVED,,,,,,
P1911779,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911779,Stroke,20/38mm,APPROVED,,,,,,
P1911784,Potentiometer,10 kohm,APPROVED,,,,,,
P1911784,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911784,Stroke,20/38mm,APPROVED,,,,,,
P1911785,Potentiometer,10 kohm,APPROVED,,,,,,
P1911785,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911785,Stroke,20/38mm,APPROVED,,,,,,
P1911787,Potentiometer,10 kohm,APPROVED,,,,,,
P1911787,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911787,Stroke,20/38mm,APPROVED,,,,,,
P1911789,Potentiometer,10 kohm,APPROVED,,,,,,
P1911789,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911789,Stroke,20/38mm,APPROVED,,,,,,
P1911791,Potentiometer,10 kohm,APPROVED,,,,,,
P1911791,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911791,Stroke,20/38mm,APPROVED,,,,,,
P1911794,Potentiometer,10 kohm,APPROVED,,,,,,
P1911794,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1911794,Stroke,20/38mm,APPROVED,,,,,,
P1911807,Stroke,90° to 160°,APPROVED,,,,,,
P1911824,Supply Voltage,24 Vac,APPROVED,,,,,,
P1911842,Operating Torque,Angular degree maximum,APPROVED,,,,,,
P1911844,Ambient Operating Limits,-5...+140° F,APPROVED,,,,,,
P1911844,Ambient Storage Limits,-22...+176° F,APPROVED,,,,,,
P1911848,Ambient Operating Limits,-5...+140 °F,APPROVED,,,,,,
P1911848,Ambient Storage Limits,-40...+175 °F,APPROVED,,,,,,
P1912041,Potentiometer,10 kohm,APPROVED,,,,,,
P1912041,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1912041,Stroke,20/38mm,APPROVED,,,,,,
P1912042,Potentiometer,10 kohm,APPROVED,,,,,,
P1912042,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1912042,Stroke,20/38mm,APPROVED,,,,,,
P1912043,Potentiometer,10 kohm,APPROVED,,,,,,
P1912043,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1912043,Stroke,20/38mm,APPROVED,,,,,,
P1912044,Potentiometer,10 kohm,APPROVED,,,,,,
P1912044,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1912044,Stroke,20/38mm,APPROVED,,,,,,
P1912045,Potentiometer,10 kohm,APPROVED,,,,,,
P1912045,Feedback Potentiometer,220 ohm,APPROVED,,,,,,
P1912045,Stroke,20/38mm,APPROVED,,,,,,
P1912055,Kvs,0.25,APPROVED,,,,,,
P1912055,Kvs,0.40,APPROVED,,,,,,
P1912055,Kvs,0.63,APPROVED,,,,,,
P1912058,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912058,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912058,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912060,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912060,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912060,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912061,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912061,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912061,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912067,Actuator Force,300 N,APPROVED,,,,,,
P1912084,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912084,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912084,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912085,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912085,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912085,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912195,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912195,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912195,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912214,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912214,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912214,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912215,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912215,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912215,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912381,Input Voltage,230 VAC,APPROVED,,,,,,
P1912381,Input Voltage,24 VAC,APPROVED,,,,,,
P1912384,Input Voltage,230 VAC,APPROVED,,,,,,
P1912384,Input Voltage,24 VAC,APPROVED,,,,,,
P1912395,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912395,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912395,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912401,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912401,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912401,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912402,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912402,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912402,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912512,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912512,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912512,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912513,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912513,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912513,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912516,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912516,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912516,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912517,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912517,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912517,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912546,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912546,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912546,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912741,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912741,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912741,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1912759,Potentiometer Resistance,10 kohm,APPROVED,,,,,,
P1912759,Feedback Potentiometer Resistance,220 ohm,APPROVED,,,,,,
P1912759,Actuator Stroke,20/38mm,APPROVED,,,,,,
P1913328,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
P1913329,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
P1913330,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
P1913332,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
P1913333,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
P1913334,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
P1913335,Norme di riferimento,"EN 50200, CEI 20-36/4-0 (PH30) CEI 20-105",APPROVED,,,,,,
