product_id,attribute_name,attribute_value,status,source_document_id,source_chunk_id,confidence,reviewed_at,reviewer,notes
E0002004,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907375,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002105,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001995,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001970,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002078,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002056,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913912,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002186,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002009,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913991,certifications,"UL, ULC, FM, CFE, LPCB, VdS, VNIIPO, AFNOR, ActivFire, CE",APPROVED,,,95.0,,,
P1913991,voltage_rating,24 Vcc,APPROVED,,,98.0,,,
P1913991,current_rating,410 mA,APPROVED,,,95.0,,,
P1913991,operating_temperature,0°C to 39°C,APPROVED,,,95.0,,,
P1913991,storage_temperature,-10°C to 55°C,APPROVED,,,90.0,,,
P1913991,humidity_range,5-95%,APPROVED,,,95.0,,,
P1913991,ingress_protection,IP30,APPROVED,,,98.0,,,
P1913991,dimensions,256mm x 183mm x 92mm,APPROVED,,,98.0,,,
P1913991,weight,2 kg,APPROVED,,,95.0,,,
P1913991,mounting_type,"verticale, capovolta, orizzontale",APPROVED,,,90.0,,,
P1913495,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002177,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002076,certifications,AS7240.24,APPROVED,,,90.0,,,
P1902248,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907304,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001837,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907449,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002079,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002144,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002142,certifications,AS7240.24,APPROVED,,,90.0,,,
P1902690,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001983,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907374,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002002,certifications,AS7240.24,APPROVED,,,90.0,,,
P1914805,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001986,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907254,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001960,certifications,AS7240.24,APPROVED,,,90.0,,,
P1906429,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907253,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913656,certifications,AS7240.24,APPROVED,,,90.0,,,
P1906374,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002030,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907436,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001998,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001503,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913832,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001996,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002013,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001969,certifications,AS7240.24,APPROVED,,,90.0,,,
P1909006,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907305,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913835,certifications,AS7240.24,APPROVED,,,90.0,,,
P1902282,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002057,certifications,AS7240.24,APPROVED,,,90.0,,,
CN4000006,certifications,AS7240.24,APPROVED,,,90.0,,,
P1914725,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002143,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001981,certifications,AS7240.24,APPROVED,,,90.0,,,
P1901473,certifications,AS7240.24,APPROVED,,,90.0,,,
P1915334,certifications,AS7240.24,APPROVED,,,90.0,,,
P1909113,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001954,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002072,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001956,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913850,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002073,certifications,AS7240.24,APPROVED,,,90.0,,,
P1907162,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001494,certifications,AS7240.24,APPROVED,,,90.0,,,
P1908592,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002386,certifications,"UL, ULC, FM, CFE, LPCB, VdS, VNIIPO, AFNOR, ActivFire, CE",APPROVED,,,95.0,,,
E0002386,voltage_rating,24 Vcc,APPROVED,,,98.0,,,
E0002386,current_rating,410 mA,APPROVED,,,95.0,,,
E0002386,operating_temperature,0°C to 39°C,APPROVED,,,95.0,,,
E0002386,storage_temperature,-10°C to 55°C,APPROVED,,,90.0,,,
E0002386,humidity_range,5-95%,APPROVED,,,95.0,,,
E0002386,ingress_protection,IP30,APPROVED,,,98.0,,,
E0002386,dimensions,256mm x 183mm x 92mm,APPROVED,,,98.0,,,
E0002386,weight,2 kg,APPROVED,,,95.0,,,
E0002386,mounting_type,"verticale, capovolta, orizzontale",APPROVED,,,90.0,,,
E0001991,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913990,certifications,"UL, ULC, FM, CFE, LPCB, VdS, VNIIPO, AFNOR, ActivFire, CE",APPROVED,,,95.0,,,
P1913990,voltage_rating,24 Vcc,APPROVED,,,98.0,,,
P1913990,current_rating,410 mA,APPROVED,,,95.0,,,
P1913990,operating_temperature,0°C to 39°C,APPROVED,,,95.0,,,
P1913990,storage_temperature,-10°C to 55°C,APPROVED,,,90.0,,,
P1913990,humidity_range,5-95%,APPROVED,,,95.0,,,
P1913990,ingress_protection,IP30,APPROVED,,,98.0,,,
P1913990,dimensions,256mm x 183mm x 92mm,APPROVED,,,98.0,,,
P1913990,weight,2 kg,APPROVED,,,95.0,,,
P1913990,mounting_type,"verticale, capovolta, orizzontale",APPROVED,,,90.0,,,
P1906414,certifications,AS7240.24,APPROVED,,,90.0,,,
E0001501,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913963,certifications,AS7240.24,APPROVED,,,90.0,,,
P1922516,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002141,certifications,AS7240.24,APPROVED,,,90.0,,,
E0002007,certifications,AS7240.24,APPROVED,,,90.0,,,
P1913849,certifications,AS7240.24,APPROVED,,,90.0,,,
E0010056,communication_protocols,Modbus,APPROVED,,,90.0,,,
E0010056,wired_interfaces,RS232,APPROVED,,,90.0,,,
E0010056,data_rate,9600,APPROVED,,,90.0,,,
E0010056,voltage_rating,8-28 VDC,APPROVED,,,90.0,,,
E0010056,current_rating,3.5A,APPROVED,,,90.0,,,
E0010056,power_consumption,"2.4W (@ 24VDC), 1.4W (@ 12 VDC)",APPROVED,,,90.0,,,
E0010056,operating_temperature,-10 to +60°C,APPROVED,,,90.0,,,
E0010056,humidity_range,5-95%,APPROVED,,,90.0,,,
E0010056,dimensions,210 (W) x 113 (L) x 63 (H) mm,APPROVED,,,90.0,,,
IQ5IO816,communication_protocols,T1L,APPROVED,,,90.0,,,
IQ5IO816,bus_type,T1L,APPROVED,,,90.0,,,
IQ5IO816,voltage_rating,24VDC,APPROVED,,,80.0,,,
IQ5IO816,power_supply,externa o desde el controlador,APPROVED,,,70.0,,,
IQ5IO816,ingress_protection,IP20,APPROVED,,,80.0,,,
IQ5IO816,dimensions,"67,5mm x 54,5mm x 60mm",APPROVED,,,90.0,,,
IQ5IO816,material,policarbonato,APPROVED,,,80.0,,,
IQ5IO816,housing,compatible con DIN43880 y DIN 19 tamaño 2,APPROVED,,,80.0,,,
IQ5IO816,mounting_type,carril DIN,APPROVED,,,90.0,,,
IQ5IO816,enclosure_type,cuadro de policarbonato,APPROVED,,,80.0,,,
IQ50024,certifications,ISA/IEC 62443-4-2,APPROVED,,,95.0,,,
IQ50024,communication_protocols,"BACnet, Modbus, M-Bus, MSTP",APPROVED,,,90.0,,,
IQ50024,wired_interfaces,"Ethernet, RS-485, USB",APPROVED,,,90.0,,,
IQ50024,ports,"3 puertos Gigabit Ethernet, 3 puertos RS-485",APPROVED,,,95.0,,,
IQ50024,network_capabilities,"LAN, IP, DHCP",APPROVED,,,80.0,,,
IQ50024,bus_type,"T1L, IQ3/4 IO",APPROVED,,,90.0,,,
IQ50024,voltage_rating,24 VCA/CC,APPROVED,,,95.0,,,
IQ50024,power_supply,24 VCA/CC,APPROVED,,,95.0,,,
IQ50024,dimensions,"144,5mm x 140mm x 54,5mm",APPROVED,,,95.0,,,
IQ50024,mounting_type,montaje en carril DIN,APPROVED,,,95.0,,,
VN32A,certifications,"IP54, Class II",APPROVED,,,95.0,,,
VN32A,voltage_rating,24 VAC/DC,APPROVED,,,90.0,,,
VN32A,power_consumption,"3.5 VA, 7.5 VA",APPROVED,,,90.0,,,
VN32A,operating_temperature,32 °F - 150 °F,APPROVED,,,95.0,,,
VN32A,storage_temperature,-40 °F - 150 °F,APPROVED,,,95.0,,,
VN32A,humidity_range,10 % - 95 % RH,APPROVED,,,95.0,,,
VN32A,ingress_protection,IP54,APPROVED,,,95.0,,,
VN32A,dimensions,varies by model,APPROVED,,,80.0,,,
VN32A,material,"Forged brass, Stainless steel, PTFE, EPDM",APPROVED,,,90.0,,,
20240904I,certifications,"IP54, Class II",APPROVED,,,95.0,,,
20240904I,voltage_rating,24 VAC/DC,APPROVED,,,90.0,,,
20240904I,power_consumption,"3.5 VA, 7.5 VA",APPROVED,,,90.0,,,
20240904I,operating_temperature,32 °F - 150 °F,APPROVED,,,95.0,,,
20240904I,storage_temperature,-40 °F - 150 °F,APPROVED,,,95.0,,,
20240904I,humidity_range,10 % - 95 % RH,APPROVED,,,95.0,,,
20240904I,ingress_protection,IP54,APPROVED,,,95.0,,,
20240904I,dimensions,varies by model,APPROVED,,,80.0,,,
20240904I,material,"Forged brass, Stainless steel, PTFE, EPDM",APPROVED,,,90.0,,,
VN3ZZA00T,certifications,"IP54, Class II",APPROVED,,,95.0,,,
VN3ZZA00T,voltage_rating,24 VAC/DC,APPROVED,,,90.0,,,
VN3ZZA00T,power_consumption,"3.5 VA, 7.5 VA",APPROVED,,,90.0,,,
VN3ZZA00T,operating_temperature,32 °F - 150 °F,APPROVED,,,95.0,,,
VN3ZZA00T,storage_temperature,-40 °F - 150 °F,APPROVED,,,95.0,,,
VN3ZZA00T,humidity_range,10 % - 95 % RH,APPROVED,,,95.0,,,
VN3ZZA00T,ingress_protection,IP54,APPROVED,,,95.0,,,
VN3ZZA00T,dimensions,varies by model,APPROVED,,,80.0,,,
VN3ZZA00T,material,"Forged brass, Stainless steel, PTFE, EPDM",APPROVED,,,90.0,,,
TC300,certifications,"CE, FCC, ICES, UL/cUL, RoHs, REACH, Prop65",APPROVED,,,95.0,,,
TC300,communication_protocols,"BACnet MS/TP, Modbus RTU",APPROVED,,,98.0,,,
TC300,wired_interfaces,RS485,APPROVED,,,90.0,,,
TC300,data_rate,"9.6, 19.2, 38.4, 76.8, 115.2 Kbps",APPROVED,,,95.0,,,
TC300,bus_type,RS485,APPROVED,,,90.0,,,
TC300,voltage_rating,24VAC,APPROVED,,,95.0,,,
TC300,current_rating,355mA,APPROVED,,,90.0,,,
TC300,power_consumption,8.5VA,APPROVED,,,95.0,,,
TC300,power_supply,24VAC 50/60Hz,APPROVED,,,95.0,,,
TC300,frequency,50/60Hz,APPROVED,,,95.0,,,
TC300,operating_temperature,32 to 122 °F (0 to 50°C),APPROVED,,,98.0,,,
TC300,storage_temperature,-40 to 150 °F(-40 to 65.5°C),APPROVED,,,98.0,,,
TC300,humidity_range,10 to 90% relative humidity (noncondensing),APPROVED,,,95.0,,,
TC300,ingress_protection,IP20,APPROVED,,,95.0,,,
P1908030,certifications,"FCC part 15b, CE Mark",APPROVED,,,95.0,,,
P1908030,communication_protocols,802.15.4,APPROVED,,,98.0,,,
P1908030,network_capabilities,Wireless,APPROVED,,,90.0,,,
P1908030,data_rate,250kbps,APPROVED,,,98.0,,,
P1908030,voltage_rating,9 to 16 VDC,APPROVED,,,95.0,,,
P1908030,current_rating,9 mA @ 12 VDC,APPROVED,,,95.0,,,
P1908030,power_supply,Battery powered (4AAA),APPROVED,,,95.0,,,
P1908030,frequency,2.4Ghz,APPROVED,,,98.0,,,
P1908030,operating_temperature,32° F to 120° F (0° C to 49° C),APPROVED,,,95.0,,,
P1908030,dimensions,"{'K594.RF': '3.5in H x 3.5in W x 2.5in D (88.9mm H x 88.9mm W x 63.5mm D)', 'K595.RF': '4.7in H x 2.9in W x 0.29in D (119mm H x 74mm W x 7.40mm D)', 'K594C': '3.35in W x 0.98in D (85mm W x 25mm D)', 'K594W': '4.2in H x 2.4in W x 1.7in D (105mm H x 61mm W x 44mm D)'}",APPROVED,,,98.0,,,
P1908030,mounting_type,Wall or ceiling mounting,APPROVED,,,90.0,,,
P1908036,certifications,"FCC part 15b, CE Mark",APPROVED,,,95.0,,,
P1908036,communication_protocols,802.15.4,APPROVED,,,98.0,,,
P1908036,network_capabilities,Wireless,APPROVED,,,90.0,,,
P1908036,data_rate,250kbps,APPROVED,,,98.0,,,
P1908036,voltage_rating,9 to 16 VDC,APPROVED,,,95.0,,,
P1908036,current_rating,9 mA @ 12 VDC,APPROVED,,,95.0,,,
P1908036,power_supply,Battery powered (4AAA),APPROVED,,,95.0,,,
P1908036,frequency,2.4Ghz,APPROVED,,,98.0,,,
P1908036,operating_temperature,32° F to 120° F (0° C to 49° C),APPROVED,,,95.0,,,
P1908036,dimensions,"{'K594.RF': '3.5in H x 3.5in W x 2.5in D (88.9mm H x 88.9mm W x 63.5mm D)', 'K595.RF': '4.7in H x 2.9in W x 0.29in D (119mm H x 74mm W x 7.40mm D)', 'K594C': '3.35in W x 0.98in D (85mm W x 25mm D)', 'K594W': '4.2in H x 2.4in W x 1.7in D (105mm H x 61mm W x 44mm D)'}",APPROVED,,,98.0,,,
P1908036,mounting_type,Wall or ceiling mounting,APPROVED,,,90.0,,,
ALER9000,certifications,"UL 916, CE, EN 61326-1, RCM, UL/ULC 60730-1, FCC Part 15 Subpart B, Class B, FCC Part 15 Subpart C, 1999/5/EC R&TTE Directive, CCC, SRRC, RSS, RoHS, C-UL",APPROVED,,,95.0,,,
ALER9000,communication_protocols,"WiFi 5 (802.11ac), 802.11 a/b/g/n/ac, RS-485, Ethernet",APPROVED,,,90.0,,,
ALER9000,voltage_rating,"24VAC, 24VDC",APPROVED,,,95.0,,,
ALER9000,operating_temperature,-20 °C to 60 °C,APPROVED,,,95.0,,,
ALER9000,storage_temperature,-40 °C to 66 °C,APPROVED,,,95.0,,,
ALER9000,humidity_range,5% to 95% non-condensing,APPROVED,,,95.0,,,
ALER9000,dimensions,"7.05in (179mm), 6.38in (162mm), 6.74in (171.1mm), 2.13in (54mm), 3.31in (84mm), 4.33in (110mm)",APPROVED,,,80.0,,,
ALER9000,current_rating,1A,APPROVED,,,95.0,,,
ALER9000,power_consumption,24W,APPROVED,,,95.0,,,
ALER9000,data_rate,10/100/1000MB,APPROVED,,,90.0,,,
ALER9000,bus_type,"RS-485, Ethernet",APPROVED,,,90.0,,,
ALER9000,ports,"2x RS-485, 2x Ethernet",APPROVED,,,90.0,,,
ALER9000,network_capabilities,"WiFi 5, Ethernet",APPROVED,,,90.0,,,
ALER9000,wired_interfaces,"RS-485, Ethernet",APPROVED,,,90.0,,,
P1912220,certifications,"RoHS3, HCAI, ISO 9001:2015, WEEE Directive 2012/10/EC",APPROVED,,,95.0,,,
P1912220,dimensions,"5.83""/148mm, 7.88""/200mm, 9.88""/251mm, 11.88""/302mm, 13.88""/353mm",APPROVED,,,90.0,,,
P1912220,material,"Galvanized Steel, UL94 Neoprene",APPROVED,,,90.0,,,
P1902523,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1902523,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
P1902523,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1902523,voltage_rating,230V,APPROVED,,,95.0,,,
P1902523,current_rating,16A,APPROVED,,,95.0,,,
P1902523,frequency,50Hz,APPROVED,,,95.0,,,
P1902523,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1902523,weight,1.85kg,APPROVED,,,95.0,,,
P1902523,material,Polycarbonate,APPROVED,,,95.0,,,
P1902523,finish,Lightly textured light grey,APPROVED,,,95.0,,,
P1902525,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1902525,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
P1902525,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1902525,voltage_rating,230V,APPROVED,,,95.0,,,
P1902525,current_rating,16A,APPROVED,,,95.0,,,
P1902525,frequency,50Hz,APPROVED,,,95.0,,,
P1902525,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1902525,weight,1.85kg,APPROVED,,,95.0,,,
P1902525,material,Polycarbonate,APPROVED,,,95.0,,,
P1902525,finish,Lightly textured light grey,APPROVED,,,95.0,,,
P1904588,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1904588,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
P1904588,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1904588,voltage_rating,230V,APPROVED,,,95.0,,,
P1904588,current_rating,16A,APPROVED,,,95.0,,,
P1904588,frequency,50Hz,APPROVED,,,95.0,,,
P1904588,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1904588,weight,1.85kg,APPROVED,,,95.0,,,
P1904588,material,Polycarbonate,APPROVED,,,95.0,,,
P1904588,finish,Lightly textured light grey,APPROVED,,,95.0,,,
P1902522,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1902522,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
P1902522,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1902522,voltage_rating,230V,APPROVED,,,95.0,,,
P1902522,current_rating,16A,APPROVED,,,95.0,,,
P1902522,frequency,50Hz,APPROVED,,,95.0,,,
P1902522,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1902522,weight,1.85kg,APPROVED,,,95.0,,,
P1902522,material,Polycarbonate,APPROVED,,,95.0,,,
P1902522,finish,Lightly textured light grey,APPROVED,,,95.0,,,
P1902526,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1902526,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
P1902526,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1902526,voltage_rating,230V,APPROVED,,,95.0,,,
P1902526,current_rating,16A,APPROVED,,,95.0,,,
P1902526,frequency,50Hz,APPROVED,,,95.0,,,
P1902526,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1902526,weight,1.85kg,APPROVED,,,95.0,,,
P1902526,material,Polycarbonate,APPROVED,,,95.0,,,
P1902526,finish,Lightly textured light grey,APPROVED,,,95.0,,,
P1904587,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1904587,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
P1904587,bus_type,QuickLink bus,APPROVED,,,80.0,,,
P1904587,voltage_rating,230V,APPROVED,,,95.0,,,
P1904587,current_rating,16A,APPROVED,,,95.0,,,
P1904587,frequency,50Hz,APPROVED,,,95.0,,,
P1904587,dimensions,"Height = 50mm, Width = 315mm, Depth = 205mm",APPROVED,,,95.0,,,
P1904587,weight,1.85kg,APPROVED,,,95.0,,,
P1904587,material,Polycarbonate,APPROVED,,,95.0,,,
P1904587,finish,Lightly textured light grey,APPROVED,,,95.0,,,
P1902527,wired_interfaces,7-way Wieland GST style locking connector,APPROVED,,,80.0,,,
P1902527,ports,"6-pole sockets, 7-pole presence detector input ports",APPROVED,,,90.0,,,
